src_lang,tgt_lang,src_text,mt_text,ground_truth,ground_truth_classification,prediction,prediction_class,comet_score,ref
eng_Latn,spa_Latn,Translated from http://es.wikipedia.org/wiki/Saga_de_los_Aznar,Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar,Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar,1_No_hallucination,Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar,1_No_hallucination,[0.9834511876106262],Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar
eng_Latn,spa_Latn,This page is complete crap.,Esta página es una mierda completa.,Esta página es una mierda completa.,1_No_hallucination,Esta página es una mierda completa.,1_No_hallucination,[0.9877635836601257],Esta página es una mierda completa.
eng_Latn,spa_Latn,"Bye,","Hasta luego, amigo.","Hasta luego, <<<amigo>>>.",2_Small_hallucination,"Hasta luego, amigo.",2_Small_hallucination,[0.9091526865959167],"Hasta luego, <<<amigo>>>."
eng_Latn,spa_Latn,IM SO GAY I WATCH GFAY PEOPLE LICK THEMSLVES,Por eso veo a la gente que les gusta.,<<<Por eso>>> veo a la gente <<<que les gusta>>>.,3_Partial_hallucination,Por eso veo a la gente que les gusta.,3_Partial_hallucination,[0.6878302693367004],<<<Por eso>>> veo a la gente <<<que les gusta>>>.
eng_Latn,spa_Latn,class = start importance = mid,Clasificación de la clase de trabajo:,<<<Clasificación de la>>> clase <<<de trabajo>>>:,4_Full_hallucination,Clasificación de la clase de trabajo:,4_Full_hallucination,[0.7530375123023987],<<<Clasificación de la>>> clase <<<de trabajo>>>:
eng_Latn,spa_Latn,::: I actually am going to walk away.,"De hecho, me voy a ir.","De hecho, me voy a ir.",1_No_hallucination,"De hecho, me voy a ir.",1_No_hallucination,[0.984533429145813],"De hecho, me voy a ir."
eng_Latn,spa_Latn,For English American Presidents the list should stay there since the article is already well developed and complies with the page layout expectations.,Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página.,Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página.,1_No_hallucination,Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página.,1_No_hallucination,[0.935366690158844],Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página.
eng_Latn,spa_Latn,You need to notice the victim's position as you approach him or her and any automatic red flags.,Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática.,Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática.,1_No_hallucination,Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática.,1_No_hallucination,[0.9259464144706726],Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática.
eng_Latn,spa_Latn,"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.","Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo.","Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo.",1_No_hallucination,"Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo.",1_No_hallucination,[0.9513125419616699],"Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo."
eng_Latn,spa_Latn,"In his notes he used words which some parents considered coarse, and he reportedly used profanity in class.","En sus notas, usaba palabras que algunos padres consideraban difíciles de usar, y según se informaba, usaba blasfemas en la clase.","En sus notas, usaba palabras que algunos padres consideraban <<<difíciles de usar>>>, y según se informaba, usaba blasfemas en la clase.",3_Partial_hallucination,"En sus notas, usaba palabras que algunos padres consideraban difíciles de usar, y según se informaba, usaba blasfemas en la clase.",3_Partial_hallucination,[0.9087720513343811],"En sus notas, usaba palabras que algunos padres consideraban <<<difíciles de usar>>>, y según se informaba, usaba blasfemas en la clase."
eng_Latn,spa_Latn,Is this really an ornamental plant?,¿Es realmente una planta ornamental?,¿Es realmente una planta ornamental?,1_No_hallucination,¿Es realmente una planta ornamental?,1_No_hallucination,[0.9893556237220764],¿Es realmente una planta ornamental?
eng_Latn,spa_Latn,"Racist, sexist, homophobic (the non-gay ones of course) - haven't the majority of popes been shameful, hate-filled bigots?","El racismo, el sexo y la homosexualidad, no son los mismos que la mayoría de los papas, sino que son los mismos de los hombres y mujeres que los hombres.","El racismo, el sexo y la homosexualidad, no son <<<los mismos que>>> la mayoría de los papas, <<<sino que son los mismos de los hombres y mujeres que los hombres>>>.",3_Partial_hallucination,"El racismo, el sexo y la homosexualidad, no son los mismos que la mayoría de los papas, sino que son los mismos de los hombres y mujeres que los hombres.",3_Partial_hallucination,[0.7026732563972473],"El racismo, el sexo y la homosexualidad, no son <<<los mismos que>>> la mayoría de los papas, <<<sino que son los mismos de los hombres y mujeres que los hombres>>>."
eng_Latn,spa_Latn,The arrogance is breath taking.,La arrogancia es respirar.,La arrogancia es respirar.,1_No_hallucination,La arrogancia es respirar.,1_No_hallucination,[0.9557322859764099],La arrogancia es respirar.
eng_Latn,spa_Latn,", leaving a general impression of pointless whinging instead of substantive critique",", dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial",", dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial",1_No_hallucination,", dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial",1_No_hallucination,[0.9392409920692444],", dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial"
eng_Latn,spa_Latn,"""We were all simply in shock,"" the mother stated.","La madre dijo: ""Todos estamos en estado de shock.","La madre dijo: ""Todos estamos en estado de shock.",1_No_hallucination,"La madre dijo: ""Todos estamos en estado de shock.",1_No_hallucination,[0.9763128757476807],"La madre dijo: ""Todos estamos en estado de shock."
eng_Latn,spa_Latn,Following seabed mapping the wreck was found using an ROV.,"Después de hacerse un mapa del fondo del mar, se encontró con un vehículo.","Después de hacerse un mapa del fondo del mar, se encontró con un vehículo.",1_No_hallucination,"Después de hacerse un mapa del fondo del mar, se encontró con un vehículo.",1_No_hallucination,[0.9441516399383545],"Después de hacerse un mapa del fondo del mar, se encontró con un vehículo."
eng_Latn,spa_Latn,i have penis fever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1_No_hallucination,Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1_No_hallucination,[0.9957531094551086],Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
eng_Latn,spa_Latn,No merge.,No hay ninguna mezcla.,No <<<hay ninguna>>> mezcla.,2_Small_hallucination,No hay ninguna mezcla.,2_Small_hallucination,[0.8438277840614319],No <<<hay ninguna>>> mezcla.
eng_Latn,spa_Latn,"Uhm, are there more reliable sources (other than interviews and porn sites) certifying her degrees, esp the BSc in Biology?","¿Hay fuentes más fiables que las que muestran sus estudios, como la de la biología y la de las mujeres? - Sí, sí.","¿Hay fuentes más fiables que las que muestran sus estudios, <<<como la de la>>> biología <<<y la de las mujeres? - Sí, sí>>>.",3_Partial_hallucination,"¿Hay fuentes más fiables que las que muestran sus estudios, como la de la biología y la de las mujeres? - Sí, sí.",3_Partial_hallucination,[0.8203044533729553],"¿Hay fuentes más fiables que las que muestran sus estudios, <<<como la de la>>> biología <<<y la de las mujeres? - Sí, sí>>>."
eng_Latn,spa_Latn,REDIRECT Talk:Dictionarium Latino Canarense,REDIGIÓN: Diccionario de la lengua canadiense.,REDIGIÓN: Diccionario de la lengua canadiense.,1_No_hallucination,REDIGIÓN: Diccionario de la lengua canadiense.,1_No_hallucination,[0.9650298953056335],REDIGIÓN: Diccionario de la lengua canadiense.
eng_Latn,spa_Latn,"Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.","A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino.","A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino.",1_No_hallucination,"A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino.",1_No_hallucination,[0.9570367932319641],"A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino."
eng_Latn,spa_Latn,Jesus Christ you are both obnoxious.,"Jesucristo, ambos son desagradables.","Jesucristo, ambos son desagradables.",1_No_hallucination,"Jesucristo, ambos son desagradables.",1_No_hallucination,[0.9700735211372375],"Jesucristo, ambos son desagradables."
eng_Latn,spa_Latn,"Accordingly, at the finest such establishments one is apt to find the most luxurious bedding, maybe a handmade quilt or an antique bed.","En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua.","En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua.",1_No_hallucination,"En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua.",1_No_hallucination,[0.9446963667869568],"En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua."
spa_Latn,eng_Latn,"Luxemburgo siempre ha intentado mantenerse como un estado neutral; no obstante, Alemania lo invadió en ambas guerras mundiales.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.",1_No_hallucination,"Luxembourg has always tried to remain neutral, but it has been invaded by Germany.",1_No_hallucination,[0.9782984852790833],"Luxembourg has always tried to remain neutral, but it has been invaded by Germany."
spa_Latn,eng_Latn,El Servicio de Parques (MINAE) no otorga permisos de ingreso con más de un mes de anticipación a la fecha de arribo prevista.,The Department of Parks and Recreation (Department of Parks & Recreation) does not grant entry permits for more than one month prior to arrival.,The Department of Parks <<<and Recreation (Department of Parks & Recreation)>>> does not grant entry permits for more than one month prior to arrival.,3_Partial_hallucination,The Department of Parks and Recreation (Department of Parks & Recreation) does not grant entry permits for more than one month prior to arrival.,3_Partial_hallucination,[0.8707404732704163],The Department of Parks <<<and Recreation (Department of Parks & Recreation)>>> does not grant entry permits for more than one month prior to arrival.
spa_Latn,eng_Latn,"Mientras escuchábamos a otros contar sus historias personales, de sus familias y de sus formas de organización, recolectamos información de utilidad sobre el pasado y respecto de algunas de las personalidades que tuvieron efectos, sean positivos o negativos, en la cultura de la organización.","As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization.","As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization.",1_No_hallucination,"As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization.",1_No_hallucination,[0.9394699335098267],"As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization."
spa_Latn,eng_Latn,"Tres de los lados de Turquía están rodados por mares: el oeste, por el Mar Egeo; el norte, por el Mar Negro y el sur, por el Mediterráneo.","Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean Sea.","Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean <<<Sea>>>.",2_Small_hallucination,"Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean Sea.",2_Small_hallucination,[0.915631115436554],"Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean <<<Sea>>>."
spa_Latn,eng_Latn,"Hola Alex Struv, necesito por favor su ayuda para editar la página Anexo:Premios y nominaciones de Beyoncé.","Hello Alex, I need your help to edit the page for me, too.","Hello Alex, I need your help to edit the page <<<for me, too>>>.",3_Partial_hallucination,"Hello Alex, I need your help to edit the page for me, too.",3_Partial_hallucination,[0.8842531442642212],"Hello Alex, I need your help to edit the page <<<for me, too>>>."
spa_Latn,eng_Latn,Recomiendo al sujeto Xavi1992 que deje las drogas y que antes de colocar semejantes aberraciones filológicas e históricas se corte las manos.,I recommend that you stop using drugs and that you cut off your hands before you start using the philanthropy.,I recommend that <<<you>>> stop using drugs and that <<<you>>> cut off your hands before <<<you start using the philanthropy>>>.,3_Partial_hallucination,I recommend that you stop using drugs and that you cut off your hands before you start using the philanthropy.,3_Partial_hallucination,[0.6948197484016418],I recommend that <<<you>>> stop using drugs and that <<<you>>> cut off your hands before <<<you start using the philanthropy>>>.
spa_Latn,eng_Latn,"De los cerca de 24 000 meteoritos que se sabe han impactado sobre la Tierra, se ha corroborado que tan solo 34 son de provienen de Marte.","Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars.","Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars.",1_No_hallucination,"Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars.",1_No_hallucination,[0.9525832533836365],"Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars."
spa_Latn,eng_Latn,"Pepe me cago en tu alma sos lo peor que ha parido este mundo, sos una mierda deberias dejar de jugar al futbol sos una basura criminal.",You're the worst person in the world. You should stop playing football. You're a criminal.,You're the worst <<<person>>> in the world. You should stop playing football. You're a criminal.,2_Small_hallucination,You're the worst person in the world. You should stop playing football. You're a criminal.,2_Small_hallucination,[0.9242987036705017],You're the worst <<<person>>> in the world. You should stop playing football. You're a criminal.
spa_Latn,eng_Latn,|bgcolor=darkviolet| Eliminado |style= background:skyblue | | Octavio Palacios Futbolista | align= center |18 años | Moreno | style= background:#c33 | Eliminado del Repechaje 2012 | 1 | 0 | 7 días |} Participante mujer.,#bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant,#bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant,1_No_hallucination,#bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant,1_No_hallucination,[0.904985785484314],#bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant
spa_Latn,eng_Latn,Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño-,I don't know what I'm going to do. I'm not going to say anything.,<<<I don't know what I'm going to do. I'm>>> not going to say anything.,3_Partial_hallucination,I don't know what I'm going to do. I'm not going to say anything.,3_Partial_hallucination,[0.8584476709365845],<<<I don't know what I'm going to do. I'm>>> not going to say anything.
spa_Latn,eng_Latn,"Algunas de las rocas, muy poco comunes en la Tierra, se venden entre $11 000 y $22 500 dólares por onza, que representa aproximadamente diez veces el precio del oro.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.",1_No_hallucination,"Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.",1_No_hallucination,[0.9584415555000305],"Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold."
spa_Latn,eng_Latn,"Conocemos a numerosos políticos, hombres de ciencia y artistas griegos. Es probable que la figura más famosa de esta cultura sea Homero, el proverbial poeta no vidente escritor de dos poemas, obras maestras de la literatura griega: la Ilíada y la Odisea.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - The Book of Common Prayer, by the author.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - <<<The Book of Common Prayer, by the author>>>.",3_Partial_hallucination,"We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - The Book of Common Prayer, by the author.",3_Partial_hallucination,[0.8419433236122131],"We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - <<<The Book of Common Prayer, by the author>>>."
spa_Latn,eng_Latn,No tengo correo por ahora porque en general prefiero dedicar el tiempo a lo que puede verse en público.,I don't have the mail right now because I prefer to spend my time in public.,I don't have the mail right now because I prefer to spend my time in public.,1_No_hallucination,I don't have the mail right now because I prefer to spend my time in public.,1_No_hallucination,[0.9564729928970337],I don't have the mail right now because I prefer to spend my time in public.
spa_Latn,eng_Latn,"El primer libro del que se tiene conocimiento fue redactado en sánscrito. Después de la compilación de Upanishads, este idioma sencillamente desapareció, por cuestiones de jerarquía.","The first known book was written in Sanskrit, after which the language disappeared due to a number of factors, such as the nature of the language.","The first known book was written in Sanskrit, after which the language disappeared due to <<<a number of factors, such as the nature of the language>>>.",3_Partial_hallucination,"The first known book was written in Sanskrit, after which the language disappeared due to a number of factors, such as the nature of the language.",3_Partial_hallucination,[0.8952650427818298],"The first known book was written in Sanskrit, after which the language disappeared due to <<<a number of factors, such as the nature of the language>>>."
spa_Latn,eng_Latn,"Hola, yo no puedo ver el contenido que tú no has guardado, como es el de ese enlace que me pones.","Hey, I can't see the content you haven't saved, like that link you're putting me on.","Hey, I can't see the content you haven't saved, like that link you're putting me on.",1_No_hallucination,"Hey, I can't see the content you haven't saved, like that link you're putting me on.",1_No_hallucination,[0.9438660740852356],"Hey, I can't see the content you haven't saved, like that link you're putting me on."
spa_Latn,eng_Latn,"El 1 de enero comenzaron los problemas, cuando docenas de lugareños presentaron quejas en la oficina de correo de Obanazawa por no haber recibido sus tarjetas tradicionales y usuales de Año Nuevo.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.","On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.",1_No_hallucination,"On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards.",1_No_hallucination,[0.9457564949989319],"On January 1, the problems began, when dozens of locals filed complaints at the Obanazawa post office for not receiving their traditional and usual New Year cards."
spa_Latn,eng_Latn,"Netito chupame bien la verga ok , salvadoreño negro de mierda chupa pito , anda mirando a tu mujer que te la andan cojiendo por ahi ok saludos putito","Clean , suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .","Clean, suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .",1_No_hallucination,"Clean , suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife .",1_No_hallucination,[0.8607831001281738],"Clean, suck my dick . Okay , black fuckin ' Salvadoran , fuckin ' dick , you 're looking at your wife ."
spa_Latn,eng_Latn,"El equipaje que se descuida se vuelve un objetivo de robos y, al mismo tiempo, atrae la atención de las autoridades, que se encuentran alertas ante posibles amenazas de bomba.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.","Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.",1_No_hallucination,"Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats.",1_No_hallucination,[0.9485977292060852],"Careless luggage becomes a target of theft and, at the same time, attracts the attention of authorities, who are alert to possible bomb threats."
spa_Latn,eng_Latn,"Necesito encontrar información sobre el escudo florentino de la flor de lis! si alguien sabe algo, que hable ahora o calle para siempre !","I need to find out more about the Florentine flower, if anyone knows anything about it.","I need to find out more about the Florentine flower, if anyone knows anything <<<about it>>>.",2_Small_hallucination,"I need to find out more about the Florentine flower, if anyone knows anything about it.",2_Small_hallucination,[0.8834381699562073],"I need to find out more about the Florentine flower, if anyone knows anything <<<about it>>>."
spa_Latn,eng_Latn,"El griego Strabo, erudito en historia, apuntó su nombre más tarde, que es el que hoy conocemos. El templo se derribó la misma noche en que nació Alejandro el Grande.","The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born.","The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born.",1_No_hallucination,"The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born.",1_No_hallucination,[0.9395616054534912],"The Greek historian Strabo later recorded his name, as we know it today. The temple collapsed on the night Alexander the Great was born."
spa_Latn,eng_Latn,"La isla de Bowen es un conocido viaje para hacer en un día o en un fin de semana y que incluye kayak, caminatas, tiendas comerciales, restaurantes y entre otros.","Bowen Island is a well-known destination for kayaking, hiking, and picnicking, among other things.","Bowen Island is a well-known destination for kayaking, hiking, and <<<picnicking>>>, among other things.",2_Small_hallucination,"Bowen Island is a well-known destination for kayaking, hiking, and picnicking, among other things.",2_Small_hallucination,[0.9268357157707214],"Bowen Island is a well-known destination for kayaking, hiking, and <<<picnicking>>>, among other things."
spa_Latn,eng_Latn,"Las agencias de viajes han existido desde el siglo XIX. Por lo general, un agente de viajes es una buena opción para casos en que el viajero no cuenta con experiencia previa en cuestiones como la naturaleza, la cultura, el idioma o los países de bajos ingresos.","Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries.","Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries.",1_No_hallucination,"Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries.",1_No_hallucination,[0.9386472105979919],"Travel agencies have existed since the 19th century.A travel agent is usually a good option for cases where the traveller has no prior experience in matters such as nature, culture, language or low-income countries."
spa_Latn,eng_Latn,"expulsarme definitivamente, si puedo volver cuando quiera?","I mean, you know, I'm going to have to go back to work.","<<<I mean, you know, I'm going to have to>>> go back <<<to work>>>.",4_Full_hallucination,"I mean, you know, I'm going to have to go back to work.",4_Full_hallucination,[0.7992036938667297],"<<<I mean, you know, I'm going to have to>>> go back <<<to work>>>."
spa_Latn,eng_Latn,El Triceráptors podría haber arrancado las hojas con su robusto cuerno en lugar de comerse el tronco.,The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.,The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.,1_No_hallucination,The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.,1_No_hallucination,[0.9407762885093689],The Triceratops may have picked up the leaves with their robust horn instead of eating the trunk.
spa_Latn,eng_Latn,No debería jugar en la selección además juega pésimo por la selección.,He shouldn't be playing for the national team.,He shouldn't be playing for the national team.,1_No_hallucination,He shouldn't be playing for the national team.,1_No_hallucination,[0.9634234309196472],He shouldn't be playing for the national team.
spa_Latn,eng_Latn,18px,This is not a problem.,<<<This is not a problem.>>>,4_Full_hallucination,This is not a problem.,4_Full_hallucination,[0.8783931732177734],<<<This is not a problem.>>>
spa_Latn,eng_Latn,Guarde otra copia en la maleta y una digital (envíela por correo electrónico como archivo adjunto o súbala a la «nube»).,Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.,Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.,1_No_hallucination,Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.,1_No_hallucination,[0.9490336775779724],Keep another copy in the suitcase and email it as an attachment or a submission to the cloud.
spa_Latn,eng_Latn,Por qué insistimos en decir que fue ministro de Información y Turismo cuando Francisco Franco era jefe del Estado?,Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?,Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?,1_No_hallucination,Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?,1_No_hallucination,[0.9652393460273743],Why do we insist that he was Minister of Information and Tourism when Francisco Franco was head of state?
spa_Latn,eng_Latn,"«Todos estábamos, sencillamente, en estado de conmoción absoluta», declaró la madre.","""We were all, simply, in a state of absolute shock"", the mother declared.","""We were all, simply, in a state of absolute shock"", the mother declared.",1_No_hallucination,"""We were all, simply, in a state of absolute shock"", the mother declared.",1_No_hallucination,[0.9688190817832947],"""We were all, simply, in a state of absolute shock"", the mother declared."
